高楼层(共33层),1996年,3室2厅,98.89平米,东南,海晖大厦,450,4.550510668419456,98.89
高楼层(共12层),2004年,3室2厅,100.45平米,南,南山豪庭,610,6.072672971627675,100.45
低楼层(共56层),2019年,3室2厅,107.14平米,东南,京基御景峯,680,6.346835915624417,107.14
低楼层(共27层),2016年,3室1厅,58.6平米,南,前海凯御,430,7.337883959044368,58.6
低楼层(共28层),1993年,3室1厅,95.87平米,西,海晖大厦,470,4.90247209763221,95.87
高楼层(共21层),2004年,3室2厅,95.91平米,东南,福临苑,598,6.235011990407674,95.91
中楼层(共38层),2020年,3室2厅,96.37平米,南,绿景美景广场,700,7.263671266991802,96.37
高楼层(共7层),1989年,3室2厅,90.1平米,南,水产综合楼,450,4.994450610432852,90.1
高楼层(共52层),2023年,3室2厅,78.6平米,东,鸿荣源尚璟公馆,700,8.9058524173028,78.6
中楼层(共34层),1995年,3室2厅,99.5平米,东南,深南花园,618,6.211055276381909,99.5
高楼层(共31层),2004年,3室2厅,87.73平米,东,英达钰龙园,550,6.269235153311295,87.73
中楼层(共49层),2017年,3室2厅,75.59平米,西北,豪方天际花园,650,8.599021034528377,75.59
中楼层(共27层),2015年,3室1厅,72.69平米,西南,山海津,460,6.328243224652635,72.69
高楼层(共39层),2021年,3室2厅,75.91平米,西南,晗山悦海城,699,9.208272954814912,75.91
低楼层(共33层),1998年,3室2厅,117平米,东南,锦绣花园一期,700,5.982905982905983,117.0
中楼层(共56层),2019年,3室2厅,89.99平米,西北,京基御景峯,600,6.66740748972108,89.99
中楼层(共31层),2002年,3室2厅,98.29平米,北,南景苑,599,6.0942110082409195,98.29
低楼层(共20层),1999年,3室2厅,93.22平米,西北,桃源村二期,540,5.792748337266681,93.22
低楼层(共20层),2003年,3室2厅,93.22平米,南,桃源村二期,596,6.393477794464707,93.22
中楼层(共20层),1999年,3室2厅,93平米,南,桃源村二期,545,5.860215053763441,93.0
低楼层(共32层),2016年,3室2厅,92.18平米,北,万科云城,530,5.749620308092862,92.18
低楼层(共14层),2000年,3室1厅,78.04平米,西南,创世纪滨海花园,600,7.688364941055868,78.04
低楼层(共21层),2003年,3室2厅,87.72平米,北,豪方现代豪园,700,7.979936160510716,87.72
低楼层(共30层),2016年,3室2厅,81.74平米,东南,深物业前海港湾花园,700,8.563738683631026,81.74
中楼层(共32层),2002年,4室2厅,107.55平米,西北,万象新园,590,5.485820548582055,107.55
高楼层(共33层),2002年,4室1厅,102.17平米,东南,万象新园,640,6.264069687775276,102.17
高楼层(共32层),2000年,4室1厅,116.59平米,东北,怡园大厦,530,4.545844412042199,116.59
中楼层(共31层),2003年,4室1厅,84.39平米,东南,时代骄子大厦,450,5.332385353714895,84.39
高楼层(共32层),2000年,4室1厅,116.59平米,东南西北西南东北,怡园大厦,700,6.0039454498670555,116.59
高楼层(共18层),1999年,4室2厅,142.27平米,东南,天源大厦,690,4.849933225557039,142.27
中楼层(共26层),2002年,4室1厅,89.27平米,南,侨城豪苑,568,6.36271983869161,89.27
中楼层(共6层),1997年,4室1厅,93.35平米,南,祥祺花园,598,6.405998928762721,93.35
中楼层(共34层),1995年,4室2厅,132平米,南,深南花园,680,5.151515151515151,132.0
低楼层(共11层),2000年,4室1厅,113.15平米,南,宝珠花园,698,6.16880247459125,113.15
低楼层(共15层),2000年,4室1厅,97.07平米,南,汇园雅居,698,7.190687132996807,97.07
低楼层(共22层),2016年,4室2厅,88.34平米,东南西北,前海丹华,580,6.5655422232284355,88.34
中楼层(共34层),1995年,4室1厅,99.5平米,南北,深南花园,620,6.231155778894473,99.5
中楼层(共22层),2017年,4室2厅,87.35平米,南,佳兆业前海广场二期,470,5.3806525472238125,87.35
中楼层(共25层),2002年,4室2厅,143.11平米,东南,后海花园,698,4.877367060303262,143.11
高楼层(共20层),1999年,4室1厅,91.58平米,北东北,桃源村二期,475,5.186721991701245,91.58
低楼层(共9层),1995年,4室2厅,121.76平米,南,后海统建楼,690,5.6668856767411295,121.76
中楼层(共25层),2004年,4室2厅,150.71平米,南,顺天大厦,700,4.644681839294008,150.71
